text,lang,published,entities
"Vielen Dank🙏! 🚀 
Auf & los geht's!💪
#fürdieBürger
#AfD Thüringen 
#ZeitfürDeutschland🇩🇪
#wirhabendasDirektmandat👍
#Gera Greiz Altenburg AltenburgerLand Zeulenroda Triebes Gößnitz Meuselwitz Weida
#WK193 #Berlin #Bundestag #Brandner",de,14-12-2024,"['Thüringen', 'Gera', 'Berlin']"
"Die wahren Strippenzieher – Willkür statt Freiheit

Was in diesem Video zu sehen ist, ist an Grausamkeit kaum zu überbieten: Menschen, die sich ergeben haben, werden erniedrigt und kaltblütig hingerichtet – eine barbarische Willkür, die jegliche Menschlichkeit vermissen lässt. Solche Taten sind zu verurteilen, und sie entlarven die vermeintlichen Befreier als genau das Gegenteil: als Vollstrecker von Gewalt und Chaos.

Doch der Blick darf nicht an den sichtbaren Akteuren enden. Hinter dieser Barbarei stehen Strippenzieher, die seit Jahrzehnten gezielt Regionen destabilisieren, Regierungen stürzen und Gewalt schüren, um ihre eigenen Interessen durchzusetzen. Es ist diese Fremdeinmischung, die Leid und Chaos in die Region trägt und solche Grausamkeiten erst möglich macht.

Syrien muss frei von fremden Einflüssen bleiben, damit die Menschen dort wieder in Würde und Frieden leben können. Fremdgesteuerte Gewalt darf keinen Platz haben – weder dort noch anderswo.
▶️ https://t.me/JensKestner",de,14-12-2024,['Syrien']
"Alpakas machen glücklich 😀 

Euch ein schönes Wochenende!

#Alpaka  #Bundestag #pforzheim #enzkreis #Christmas #krichbaum #weihnachten #animals",de,14-12-2024,"['Alpakas', 'Alpaka', 'pforzheim', 'enzkreis', 'Christmas', 'krichbaum', 'weihnachten']"
"Am 23. Februar 2025 bewerbe ich mich zum dritten Mal um das Direktmandat für unseren Wahlkreis – aus voller Überzeugung und mit ganzer Leidenschaft für unsere Heimat. Gleichzeitig habe ich bewusst entschieden, auf einen CSU-Listenplatz zu verzichten.

Unser Wahlkreis mit seinen 55 Kommunen liegt mir sehr am Herzen. Seit 2017 habe ich die Ehre, die Anliegen und Interessen unserer Region und ihrer Menschen im Deutschen Bundestag zu vertreten. Diese Aufgabe erfüllt mich mit Stolz und großer Verantwortung.

Meine Heimat Niederbayern prägt mich: der Fleiß, die Bodenständigkeit und der Gemeinschaftssinn unserer Region sind Werte, die ich in Berlin weiterhin stark vertreten möchte. Deshalb bitte ich auch dieses Mal erneut um Euer Vertrauen. Mit Eurer Unterstützung möchte ich mich mit einem klaren und starken Auftrag weiterhin für unsere Heimat einsetzen – für Niederbayern und die Menschen, die hier verwurzelt sind.

#erndl_dahoam #heimatliebe #wahlkreis #bundestag #bundestagswahl",de,14-12-2024,"['Niederbayern', 'Berlin']"
"❗️Wir als Linke verzichten als einzige Partei im Bundestag auf Gelder von Konzernen & Lobbyisten. Wir lassen uns nicht kaufen! ✅

Die Situationen bei den anderen Parteien sieht ganz anders aus: Seit dem Ampel-Aus Anfang November gingen horrende Beiträge auf die Konten unserer politischen Mitbewerber ein. 🤑

Gekaufte Politik? Nicht mit uns! Umso wichtiger ist deine Spende, damit wir einen erfolgreichen Wahlkampf gegenüber den Lobby-Parteien bestreiten können! Jede Spende zählt! 🤝",de,14-12-2024,"['Bundestag', 'Konzernen', 'Ampel-Aus', 'Wahlkampf']"
"Die Bundesregierung behauptet auf meine Anfrage, dass von den 100 Mrd. Sondervermögen nichts für die Ukraine ausgegeben wird. Ein Taschenspielertrick, der die Leute hierzulande wohl für dumm verkaufen soll. Und das Geld fürs Militär fehlt an allen Enden. 

https://www.berliner-zeitung.de/politik-gesellschaft/geopolitik/militaerunterstuetzung-fuer-die-ukraine-geld-fehlt-in-deutschland-fuer-soziales-und-infrastruktur-li.2281242",de,14-12-2024,['Ukraine']
"Aktuelles von unserem Parteitag

Herzlichen Glückwunsch auch an Stefan Möller zur Wahl auf den Listenplatz 2 zur kommenden Bundestagswahl. Unsere Doppelspitze steht!

Zeit für Deutschland!
AfD Thüringen 💙🇩🇪
t.me/afdthueringen",de,14-12-2024,"['Stefan Möller', 'Bundestagswahl', 'Deutschland', 'Thüringen']"
"Klimapolitik der letzten Jahrzehnte war Teil der Umverteilung von unten nach oben: zugunsten hoher Einkommen und Vermögen, Menschen mit wenig Geld belastend. Sozialistische Klimapolitik dreht das um & verbindet es mit dem Ziel einer anderen, gerechten Gesellschaft, ganz konkret, im Alltag der Menschen ☀️ 

#DieLinke #SystemChangeNotClimateChange #sozialismus #noafd #Bundestag #Bundestagswahl #Klimawandel #klimapolitik",de,14-12-2024,['Bundestag']
"Aktuelles von unserem Parteitag

Herzlichen Glückwunsch an Stephan Brandner - unserem Spitzenkandidaten - zur Wahl auf Listenplatz 1 zur kommenden Bundestagswahl.

Zeit für Deutschland!
AfD Thüringen 💙🇩🇪",de,14-12-2024,"['Stephan Brandner', 'Bundestagswahl', 'Deutschland', 'Thüringen']"
"Friede und Souveränität – ein deutscher Standpunkt
Resolution, Landesparteitag AfD Thüringen, 14. Dezember 2024

Unsere Lage
Seit fast drei Jahren führen die Ukraine und Rußland Krieg gegeneinander. Dieser Krieg, in dem die Ukraine stellvertretend für den „Westen“ kämpft, hat Europa gespalten. Die politische, wirtschaftliche und kulturelle Abspaltung Rußlands von Europa folgt US-amerikanischem Kalkül: Amerika möchte seine Vormachtstellung in Europa nicht aufgeben und zwingt seine „Verbündeten“ zu einer Parteinahme, die ebensowenig in europäischem Interesse sein kann wie die Unterwerfung unter eine mögliche russische Hegemonie.
Rußland versteht sich als Gegenentwurf zur universalistischen Hegemonie der nichteuropäischen Weltmacht USA. Dieser Gegenentwurf lehnt die Auflösung aller historischen, kulturellen und gesellschaftlichen Bindungen und Traditionen ab. Rußland beschreibt aus leidvoller eigener Erfahrung aus dem Jahrzehnt nach der Wende Amerika als Kolonialmacht, nicht mehr als Partner und Vorbild.

Rußland hat sich stets an Europa orientiert, vor allem an Frankreich und Deutschland. Deutschland, das Zentrum Mitteleuropas, kann keinerlei Interesse an einer Front gegen Rußland und einem neuen Eisernen Vorhang haben. Aber unsere Nation ist außenpolitisch nicht souverän. Die Zerstörung der „Nord-Stream“-Pipelines hat unserem Land seine Hilflosigkeit exemplarisch vorgeführt.
Zwischen Deutschland und Rußland liegen Länder, die ihre Unabhängigkeit von Rußland erst durch die Revolution von 1989/1990 erlangten. Deutschland muß den unbedingten Willen dieser Nationen zur Selbstbestimmung ernst nehmen, zugleich aber vor dem kurzfristigen Vorteil einer engen Bindung an die USA warnen und auf die Notwendigkeit einer tatsächlich europäischen Beziehung zu Rußland hinweisen.

Unsere Position

Von der guten Beziehung Deutschlands und Europas zu Rußland hängt der Friede in Europa ab. Europa ist nicht Amerika. Europa muß ein europäisches Bewußtsein für das entwickeln, was seine Aufgabe ist: dem US-amerikanischen Weltkonzept ein europäisches entgegenzustellen, das den Verheerungen, die unser Kontinent erfuhr, angemessen ist: ein auf Verträgen, Diplomatie und Zuverlässigkeit beruhendes Gleichgewicht, das niemals kurzfristigen geostrategischen Vorteilen zum Opfer fallen darf.

Unsere Partei ist die einzige in Deutschland, die das begriffen hat. Wir sind eine Friedenskraft. Ohne Frieden ist jeder Aufbau, jede Politik für unser Volk auf Sand gebaut. Das Bündnis Sahra Wagenknecht hat für Machtbeteiligungen in Thüringen und Brandenburg sein Friedensversprechen aufgegeben und sich der Kriegsrhetorik der Kartellparteien unterworfen. Einen Koalitionsvertrag, der die Sache des Friedens zur vagen Absicht macht, wird es mit uns nie geben.

Verhandeln kann nur, wer souverän ist. Unsere Partei setzt sich für eine Rückgewinnung der Souveränität Deutschlands ein. Sie muß bei unserer Verteidigungsfähigkeit beginnen und sich darin zeigen, daß unser Land in jeder Lage seine Interessen vertreten kann und keine fremden mehr vertreten muß.
Friede, Freiheit, Souveränität, historisches Bewußtsein und ein deutscher Standpunkt – das ist die Alternative für Deutschland.

AfD Thüringen",de,14-12-2024,"['Ukraine', 'Rußland', 'Europa', 'Rußlands', 'Amerika', 'USA', 'Frankreich', 'Deutschland', 'Deutschlands']"
"AfD wieder bei 20 %! Dass man die anderen Parteien in unterschiedlichen Farben darstellt, ist allerdings ein Relikt aus vergangenen Zeiten, das man sich langsam sparen kann. In der „Weiter-so-Fraktion“ kann jeder mit jedem koalieren. Die Unterschiede werden immer kleiner, man schweißt sich immer enger zu einem Anti-AfD-Team zusammen. 

Die verschiedenen Wahlprogramme sind wenig mehr als Marketingstrategien für den Wahlkampf.",de,14-12-2024,['Wahlkampf']
#Merzrede bei der Listenaufstellung zur Bundestagswahl,de,14-12-2024,['Bundestagswahl']
"Ach ja, das waren noch gepflegte Debatten im Hessischen Landtag:",de,14-12-2024,['Hessischen Landtag']
"Morgens nach dem Aufstehen messe ich Einsvierundsechzigeinhalb Meter der Länge nach. Komischerweise stand schon im meinem Personalausweis der DDR: mittelgroß. Einmal wurde ich mit zwei Basketballspielern fotografiert - 2,13 und 2,11 Meter. Alle dachten, dass ich auf dem Foto sitze. In Wirklichkeit stand ich auch - völlig chancenlos gegen diese beiden Riesen. Ganz anders als #MissionSilberlocke, die Chancen auf Erfolg hat!",de,14-12-2024,"['ich', 'DDR']"
"Spannende Studie Mayo Clinic. Zeigt, dass die Lebenserwartung zwar weltweit steigt, aber sehr stark durch mehr Jahre mit zT schwerer Krankheit. In 🇩🇪 sind die Menschen sogar fast 11 Jahre krank, bevor sie sterben. Unser System versagt bei der Vorbeugung

https://jamanetwork.com/journals/jamanetworkopen/fullarticle/2827753",de,14-12-2024,['Mayo Clinic']
"Guten Morgen aus Bordesholm.
Gestern Abend war ich beim Grünkohlessen des SPD Ortsvereins Elmshorn. Schöne Stimmung, Mitgliederehrung und Angriffslust was den bevorstehenden Bundestagswahlkampf betrifft.
Wir werden von vielen schon abgeschrieben, andere verteilen schon Posten oder können vor Kraft kaum laufen - viele Scheinriesen unterwegs…..
Dass es Steuererleichterungen für Normalverdienerfamilien und eine  Kindergelderhöhung nun doch zum Jahresbeginn geben wird, ist eine gute Botschaft für die Bürgerinnen und Bürger und eine schallende Ohrfeige für die fundamentalistische Neinsager-Merzunion.
Die in ihrer Glaubwürdigkeit mächtig ramponierte und um ihre parlamentarische Existenz ringende FDP hat am Ende eingesehen, dass es für sie die Sache nicht besser macht, gegen das zu stimmen,was man vorher selbst beschlossen bzw. vorgeschlagen hatte. 
Die SPD wiederum kann sagen, dass es nur mit uns Verbesserungen für Arbeitnehmerfamilien gibt. Wer also stabile Renten, gute Löhne, bezahlbare Mieten, ein gerechtes Gesundheits- und Pflegesystem, Investitionen in die Zukunft, sozialen Zusammenhalt und Sicherheit UND Frieden will, der wird sich für Olaf Scholz und die SPD entscheiden und nicht für den Millionärsrepräsentanten und außenpolitischen Novizen Friedrich Merz und seine Union mitsamt der buckligen Söderverwandtschaft.  Das gilt jedenfalls, wenn gesunder Menschenverstand zum Tragen kommt.
Andere selbsternannte Kanzlerkandidaten gibt es - sie werden aber keine entscheidende Rolle spielen können, auch wenn sie in der politischen B-Movie Sparte theatralische Höchstleistungen vollbringen, was in unterschiedlicher Qualität im demokratischen Spektrum für Robert Habeck hie und im linksrechtspopulistischen bzw. Rechtsextremen Spektrum für Sahra Wagenknecht und Alice Weidel dort gilt.
Der HSV muss heute in Ulm antreten - drei Punkte sind zum dritten Advent Pflicht!
Mein Musiktipp für Euch da draußen im digitalen Orbit ist von
Bob Dylan - Desolation Row
Schönes Wochenende!

https://youtu.be/eKNk0feYQ88?si=EAWd8cNlY-CKLxR3",de,14-12-2024,"['Bordesholm', 'Bundestagswahlkampf', 'Olaf Scholz', 'Friedrich Merz', 'Robert Habeck', 'Sahra Wagenknecht', 'Alice Weidel', 'Ulm', 'Bob Dylan']"
🔴 Jetzt live: Die #Merzrede von der Landesvertreterversammlung der CDU Nordrhein-Westfalen in Essen.,de,14-12-2024,['Essen']
"Die Weltoffenheit und die Toleranz Deutschlands kann nur erhalten bleiben, wenn wir mehr Kontrolle, Begrenzung und Konsequenz bei der Migration durchsetzen.",de,14-12-2024,['Deutschlands']
"„Ein großer Anteil meiner politischen Motivation ist die Zukunft der Generation unserer Kinder und Enkelkinder. Ich mache mir viele Gedanken darüber, wie es dieser Generation in Zukunft in unserem Land gehen wird. 

Wie ermöglichen wir diesen Generationen ein Leben in Freiheit, im Frieden und weiter im Wohlstand? Das sind Fragen, die mich täglich bewegen und motivieren.“ (tm) 

📲 Link zum Interview: https://rp-online.de/politik/deutschland/friedrich-merz-scholz-ist-der-tiefpunkt-in-75-jahren-bundesrepublik_aid-122067027

Foto: Tobias Koch",de,14-12-2024,"['tm', 'deutschland', 'friedrich-merz-scholz-ist-der-tiefpunkt-in-75-jahren-bundesrepublik_aid-122067027']"
"Ich werde immer wieder gefragt, welchen Platz ich denn auf der Landesliste hätte. Die Antwort darauf ist eindeutig: keinen. Ich kandidiere ausschließlich für das  Direktmandat im Landkreis Reutlingen. 
Das will ich wieder gewinnen und das ist für mich der einzige Weg in den #bundestag.

#BTW2025 #WK289 #SelfieMichi",de,14-12-2024,"['Ich', 'ich', 'Direktmandat', 'Landkreis Reutlingen', 'bundestag', 'BTW2025', 'WK289']"
"Wie die Zeit vergeht…und trotzdem immer noch aktuell. 
Mit diesem lyrischen Fundstück von vor acht Jahren wünsche ich euch ein schönes drittes Adventswochenende 😀🕯️
https://youtu.be/AMh6Kb6paA8",de,14-12-2024,['Adventswochenende']
"#Anpacken für die Aktion Herforder Weihnachtskisten 💪🎅 

🎄 Seit Jahren organisiert die <redacted_mention> gemeinsam mit dem <redacted_mention> , der Caritas und der Diakonie die Herforder Weihnachtskisten Aktion. Dabei werden Kisten mit Lebensmitteln an Bedürftige in Herford verteilt. 

💪 Am vergangenen Dienstag und Mittwoch habe ich mit angepackt - erst eine Kiste vorbeigebracht und am nächsten Tag beim Austeilen geholfen. 

🙌 Super Aktion - vielen Dank für das Engagement!

#anpacken #joachim2025",de,14-12-2024,"['Herforder Weihnachtskisten', 'Caritas', 'Diakonie', 'Herforder Weihnachtskisten Aktion', 'Herford', 'joachim2025']"
"Der Digitalpakt 2.0 kommt, endlich! Das kann zwar nur eine weiterer Schritt sein für die Digitalisierung der Schulen, aber es ist ein wichtiger! Dass das noch erreicht wurde, nachdem Schulen und Kommunen drei Jahre lang vergeblich gewartet haben, hätte kaum Jemand noch geglaubt. Chapeau für diese Vermittlungsleistung!
https://www.bmbf.de/SharedDocs/Kurzmeldungen/DE/2024/12/Digitalpakt.html",de,14-12-2024,"['Digitalpakt 2.0', 'Schulen', 'Digitalpakt']"
"Türchen Nr. 14: Wir werden die Anzahl der Kinder bei der Einkommensteuer berücksichtigen und ein Betreuungsgeld auch für Großeltern einführen.
 
Kinder dürfen nicht arm machen. Eltern verzichten auf Vieles, aus Liebe zu ihrem Nachwuchs. Spätestens aber, seitdem die Geburtenzahlen sinken, merken immer mehr Menschen: Eltern leisten mit der Erziehung auch Großartiges für uns alle, sie sichern nämlich die Zukunft unserer Sozialkassen. Das aber funktioniert nur, wenn aus Kindern auch Beitragszahler werden. Ohne Bildung, Ehrgeiz und die Vermittlung der richtigen Werte wird das nichts. Auf der anderen Seite gibt es tatsächlich Menschen, die Kinder als Geschäftsmodell begreifen, um vor allem Sozialleistungen zu kassieren. Das ist ungerecht. Wir wollen die Eltern entlasten, die arbeiten. Dafür werden wir die Kinderzahl bei der Einkommenssteuer deutlich berücksichtigen. Und wenn die Großeltern „einspringen“, dann dürfen auch sie etwas davon haben.  Erziehungsarbeit ist unbezahlbar, aber darf etwas kosten!",de,14-12-2024,[]
Wage den ersten Schritt. #selbstbewusstsein #selbstvertrauen #selbstliebe #ostseehashtag  #wirliebendieostsee #meerverliebt,de,14-12-2024,[]
"Digitalisierung first! Ganz klar: Die Digitalisierung muss in der nächsten Bundesregierung besser gebündelt werden! Wir setzen auf deutsche und europäische Innovationen und Technologieoffenheit. Nur mit guten Rahmenbedingungen schaffen wir es, dass Deutschland beim Thema Digitalisierung #wiedernachvorne kommt.",de,14-12-2024,"['Digitalisierung', 'Deutschland']"
"Unser Zukunftsplan für Deutschland: ""Die Versorgung von Asylbewerbern von Geld- auf Sachleistungen umstellen, Soziallei stungen für Nicht-Aufenthaltsberechtigte streichen und Rückführungen im großen Stil organisieren.""

Jetzt informieren: alice-weidel.de/zukunftsplan-deutschland",de,14-12-2024,"['Deutschland', 'Rückführungen', 'alice-weidel']"
"Klare Botschaft für die Listenaufstellung zur Bundestagswahl: Die Ampel war nicht die Lösung, sondern sie war das Problem für unser Land! Es ist Zeit für einen klaren Richtungswechsel. Mit unserem starken Team für Bayern werden wir Deutschland wieder auf Erfolgskurs bringen. Für ein starkes Bayern in einem geeinten Deutschland!
➡️ Stream unter: csu.de/csu-live",de,14-12-2024,"['Bundestagswahl', 'Deutschland']"
Einen schönen Samstag ohne Hektik wünsche ich...,de,14-12-2024,[]
"Weihnachts-Benefizkonzert der Ukraine-Hilfe Worms e.V. und Rotaract. Ein wunderschönes Konzert, verbunden mit einem beeindruckenden Abend. Es war mir eine Ehre Schirmherr gewesen zu sein!",de,13-12-2024,['Weihnachts-Benefizkonzert']
Die Grubenlampe und die Figur der heiligen Barbara schmückten den Altar in der Katharinenkirche in Barnten zum heutigen Berggottesdienst. Sehr schöne Veranstaltung des Bergmannsverein Rössing-Barnten.  Herzliches Glückauf!,de,13-12-2024,"['Katharinenkirche', 'Barnten', 'Berggottesdienst']"
"Die Landwirtschaft leistet nicht nur einen wichtigen Beitrag für eine sichere und gute Lebensmittelversorgung, sondern ist auch ein wichtiger Wirtschaftsfaktor für die Region. Deshalb gibt es einen intensiven Austausch über die Rahmenbedingungen. Auch heute im Gespräch mit Konrad Westphale und Carl-Jürgen Conrad vom Landvolk zusammen mit der Bundestagskandidatin Daniela Rump.",de,13-12-2024,"['Konrad Westphale', 'Carl-Jürgen Conrad', 'Daniela Rump']"
"Der <redacted_mention> hat mich eingeladen, um mit mir über Reha-und Präventionssport zu sprechen, Bürokratieabbau für Ehrenamtler und die Bedeutung von Bewegung für Jugendliche. Eine informative, unterhaltsame und - gastfreundschaftliche Runde! Das ist #HeimatHerz",de,13-12-2024,['Bürokratieabbau']
"Danke für den großen Rückhalt aus meiner Heimat! 

Ich freue mich sehr über die Unterstützung der SPD-Mitglieder aus dem Heidekreis und dem Landkreis Rotenburg, die mich heute mit überwältigenden 99 Prozent als Direktkandidaten für die Bundestagswahl nominiert haben. Jetzt heißt es, gemeinsam kämpfen bis zum 23. Februar 2025. Ich hab richtig Lust auf diesen Wahlkampf. 

#Klingbeil #FürunsereHeimat",de,13-12-2024,"['Heidekreis', 'Landkreis Rotenburg', 'Bundestagswahl', 'Klingbeil']"
"Danke für die Einladung. Ich war sehr gerne vor Ort. Bis bald mal wieder, mit Begleitung… 😉",de,13-12-2024,['Ich']
"Im jährlichen Adventskonzert des Gymnasium Siegburg Alleestrasse boten die Schülerinnen und Schüler wieder ein breites, kreatives und sehr dynamisches Programm mit Musik, Gesang, Tanz, Kostümen, lebendigem Adventskalender, toller Deko und vielem mehr! War wieder schön, dabei zu sein! Kompliment an die Lehrkräfte, die das mit den Schülern (einschließlich der unverzichtbaren Technik-AG) auf die Beine gestellt haben. Das war wieder ein Stück Vorfreude auf Weihnachten🎄 
Mit dabei <redacted_mention> und Sascha Lienesch MdL 
#GSA #Adventskonzert",de,13-12-2024,"['Adventskonzert', 'Gymnasium Siegburg Alleestrasse', 'Sascha Lienesch']"
"🗳️ Heute Abend wurde ich auf der Landesdelegiertenversammlung mit über 90% auf Listenplatz 1 und damit als Spitzenkandidat der CDU Brandenburg für die Bundestagswahl gewählt. 

🙏 Vielen Dank für die Unterstützung! Das gibt Rückenwind für die nächsten Wahlkampfwochen! Mit unseren 10 Direktkandidatinnen und -kandidaten haben wir ein starkes Team aufgestellt! 

💪 Lasst uns gemeinsam anpacken! Für eine starke CDU in Brandenburg!",de,13-12-2024,"['Landesdelegiertenversammlung', 'Brandenburg', 'Bundestagswahl']"
"Kein Ampelkompromiss, keine unnötige Bürokratie, sondern finanzielle Entlastung pur! Wir gleichen auch 2025 die Kalte Progression aus.

Aber das darf nur ein erster Schritt sein. Alles lässt sich ändern.",de,13-12-2024,[]
"Unsere Küstenfischerei stärken und fit für die Zukunft machen 🎣⛴️🌊

Moin aus Neuharlingersiel – gemeinsam mit meinem Küstenkollegen Johann Saathoff und Wittmunds Landrat Holger Heymann habe ich mich heute mit Dirk Sander, Präsident des Landesfischereiverbandes Weser-Ems, Gerold Conradi, stellv. Vorsitzender des Landesfischereiverbandes, Andreas Eden, Direktor des Kurvereins Neuharlingersiel e.V., Margarete Nowicki, Fischereiberaterin bei der Landwirtschaftskammer Niedersachsen, Manfred Tannen, Vizepräsident der Landwirtschaftskammer Niedersachsen, Krummhörns Bürgermeisterin Hilke Looden sowie Bürgermeister Jürgen Peters aus Neuharlingersiel erneut im Kurhaus getroffen, um über die Entwicklung der Situation unserer Fischerei vor Ort zu beraten.

Mehr als 60 Mio. € an Fördermitteln aus den Erlösen von Flächenversteigerungen für Off-Shore-Windparks hat der Haushaltsausschuss bisher für die Unterstützung und Transformation der Fischerei freigegeben. Klar ist angesichts des Umfangs der Aufgaben, vor denen die Fischereibetriebe stehen, aber auch: Es braucht dringend weitere positive Signale für die Zukunft. Nachwuchsförderung, Flächenkonkurrenz, Klimaschutzanforderungen, die Reduktion des Ausstoßes von Treibhausgasen und damit einhergehend die Diversifizierung der Antriebsformen waren daher einige Aspekte, über die wir heute vertieft gesprochen und mögliche Entlastungen/Unterstützungen erörtert haben. Danke an alle Beteiligten für die Fortführung dieses guten und konstruktiven Dialogs!

#KüsteimBlut #FrauWahlkreis26 #möllermittendrin",de,13-12-2024,"['Neuharlingersiel', 'Johann Saathoff', 'Dirk Sander', 'Gerold Conradi', 'Andreas Eden', 'Margarete Nowicki', 'Manfred Tannen', 'Landwirtschaftskammer Niedersachsen', 'Hilke Looden', 'Kurhaus']"
"Wir gehen in den Wahlkampf. 🔥

Wir haben 72 Tage Zeit, um die Menschen in diesem Land von unserer politischen Vision zu überzeugen. Als Kandidatin für den Wahlkreis Duisburg I gebe ich euch mein Wort, dass ich mich mit Sicherheit für unsere Demokratie einsetze - gegen den Extremismus und den Hass und für Zusammenhalt, Teilhabe und eine offene Gesellschaft der Vielen. 🤝

Ich stehe für eine zeitgemäße und differenzierte Innen- und Sicherheitspolitik, die integriert und nicht ausgrenzt und die Sicherheit für alle schafft. Also holt die Handschuhe und Mützen heraus und lasst uns auf die Straße und a die Küchentische der Menschen gehen und ins Gespräch kommen. 
Gehen wir mutig nach vorne, bauen wir Brücken und kämpfen wir um jede Stimme! 💪

Foto: <redacted_mention>",de,13-12-2024,"['Kandidatin', 'Ich']"
"Warum der deutsche Staatsfunk wegen dänischer Asylpolitik hysterisch aufschreit

Die dänische Asylpolitik setzt auf klare Kante und zeigt, wie eine konsequente Asylpolitik im Sinne des dänischen Volkes aussehen kann. Das wiederum ruft den deutschen Staatsfunk auf den Plan, der lieber Empörung inszeniert, als praktische Lösungen zu loben. Je erfolgreicher Dänemark agiert, desto lauter wird die Kritik.",de,13-12-2024,"['dänischen Volkes', 'Dänemark']"
"Kein Ampelkompromiss, keine unnötige Bürokratie, sondern finanzielle Entlastung pur!

Wir gleichen auch 2025 die Kalte Progression aus. Aber das darf nur ein erster Schritt sein. Alles lässt sich ändern.",de,13-12-2024,[]
"In dieser Woche war die Gruppe von Berufsschulpfarrer Kühne aus Kempen hier im Bundestag zu Gast. Anlass ihres Besuchs war der internationale Tag der Menschenrechte. Gemeinsam nahmen sie an der Demonstration vor der chinesischen Botschaft teil, um auf die Situation der Uiguren in China aufmerksam zu machen. 

Der Einsatz für Menschenrechte und Gerechtigkeit verdient großen Respekt! ✊🌍

Danke für den Besuch und die wichtigen Impulse! 👏💬

#Menschenrechte #Uiguren #Zivilcourage #Kempen #Bundestag #UdoSchiefner",de,13-12-2024,"['Berufsschulpfarrer Kühne', 'Kempen', 'Bundestag', 'internationale Tag der Menschenrechte', 'Uiguren', 'China']"
"Wir erregen uns über Milliardäre, die in die Politik gehen? #TeamTrump 

Aber wir fragen nicht, wie Assistenzärzte, Bankkaufleute, Küchenhilfen, Telephonisten und Paketzustellerinnen zu ihren Vermögen, zu Millionen, kommen, *nachdem* sie in die Politik gegangen sind.",de,13-12-2024,[]
"Mehr Geld für Familien ab 1. Januar – dank gezielter Steuerentlastungen und einer Erhöhung des Kindergeldes und Kinderzuschlags! Jetzt ist die Union gefragt, unser Entlastungspaket im Bundesrat zu unterstützen! 

Das ganze Interview mit Mickey Beisenherz gibt’s in der Story.",de,13-12-2024,"['Union', 'Mickey Beisenherz']"
"Angesichts steigender Energiekosten und hoher Lebensmittelpreise sind mittlerweile 1,6 Millionen Menschen in Deutschland auf die Tafeln angewiesen. Viele der Hilfseinrichtungen geraten wegen der steigenden Zahl an Bedürftigen an die Grenze. Rund 60 Prozent der Tafeln in Deutschland müssen die Ausgabe von Lebensmitteln reduzieren. Es kommt immer weniger in die Tüte, damit der Bedarf gedeckt werden kann. Vielerorts gibt es einen Aufnahmestopp und lange Wartelisten. Der Vorschlag von Noch-Kanzler Olaf Scholz, die Mehrwertsteuer auf Lebensmittel von 7 auf 5 Prozent abzusenken, ist ein billiges Wahlkampfmanöver, schafft aber keine wirkliche Abhilfe. Die Bundesregierung muss endlich andere Prioritäten setzen, statt noch mehr Geld- und Waffengeschenke an die Ukraine zu schicken und den selbstzerstörerischen Wirtschaftskrieg zu verschärfen.",de,13-12-2024,"['Deutschland', 'Tafeln', 'Noch-Kanzler Olaf Scholz', 'Bundesregierung', 'Ukraine']"
"Wir erleben gegenwärtig Rekordstrompreise in 🇩🇪. Das belastet nicht nur die Bürger und unsere Industrie, sondern auch unsere europäischen Nachbarstaaten. Der deutsche Sonderweg ist gescheitert. Die ideologische Energiepolitik der Ampel muss ein Ende haben. Es muss gelten: Kein Ausstieg mehr ohne vorherigen Einstieg!

#deutschland #energie #ideologie #wiedernachvorne",de,13-12-2024,['deutschland']
"🎄✨ Weihnachtszauber im Seilergymnasium Schlotheim! ✨🎄 

Heute verwandelte sich das Seilergymnasium Schlotheim in ein wahres Weihnachtswunderland! 🎅🤶 Mit viel Herzblut haben die Lehrer des Seilergymnasiums und der Förderverein mit seinen vielen Mitstreitern diesen wundervollen Weihnachtsmarkt organisiert. 🎁🎶 Von festlichen Leckereien 🍪☕ über kreative Stände 🖌️🧸 bis hin zu stimmungsvoller Musik 🎷🎤 – für jeden war etwas dabei! 

Frau Sandy Tick ist Schulelternsprecherin und hat mich eingeladen. Sie setzt sich mit großem Engagement dafür ein, dass das Seilergymnasium als Schulstandort für die Allgemeine Hochschulreife in Schlotheim erhalten bleibt. 🙌📚

Ein Dankeschön alle, die diesen besonderen Tag möglich gemacht haben! 🌟👏 

Gemeinsam für unsere Schüler, unsere Schule und unsere Zukunft!

#Weihnachtsmarkt 🎄 #Seilergymnasium #Schlotheim #GemeinsamStark 🤝 #Weihnachtszauber",de,13-12-2024,"['Weihnachtszauber', 'Schlotheim', 'Seilergymnasium', 'Seilergymnasiums', 'Weihnachtsmarkt']"
